card1,card2,card3,theme,oracle,meaning
The Heart,The Wheel,The Angel,,,
The Heart,The Wheel,The Torch,,,
The Heart,The Wheel,The Lightning,,,
The Heart,The Wheel,The Starling,,,
The Heart,The Wheel,The Moon,,,
The Heart,The Wheel,The Sun,,,
The Heart,The Wheel,The Well,,,
The Heart,The Wheel,The Mountain,,,
The Heart,The Wheel,Atlas,,,
The Heart,The Wheel,The Hawk,,,
The Heart,The Wheel,The Storm,,,
The Heart,The Wheel,The Vulture,,,
The Heart,The Wheel,The Eye of Horus,,,
The Heart,The Wheel,The Goat,,,
The Heart,The Wheel,The Harpy,,,
The Heart,The Mirror,The Bat,,,
The Heart,The Mirror,The Thorn,,,
The Heart,The Mirror,The Angel,,,
The Heart,The Mirror,The Torch,,,
The Heart,The Mirror,The Lightning,,,
The Heart,The Mirror,The Starling,,,
The Heart,The Mirror,The Moon,,,
The Heart,The Mirror,The Sun,,,
The Heart,The Mirror,The Well,,,
The Heart,The Mirror,The Mountain,,,
The Heart,The Mirror,Atlas,,,
The Heart,The Mirror,The Hawk,,,
The Heart,The Mirror,The Storm,,,
The Heart,The Mirror,The Vulture,,,
The Heart,The Mirror,The Eye of Horus,,,
The Heart,The Mirror,The Goat,,,
The Heart,The Mirror,The Harpy,,,
The Heart,The Bat,The Thorn,,,
The Heart,The Bat,The Angel,,,
The Heart,The Bat,The Torch,,,
The Heart,The Bat,The Lightning,,,
The Heart,The Bat,The Starling,,,
The Heart,The Bat,The Moon,,,
The Heart,The Bat,The Sun,,,
The Heart,The Bat,The Well,,,
The Heart,The Bat,The Mountain,,,
The Heart,The Bat,Atlas,,,
The Heart,The Bat,The Hawk,,,
The Heart,The Bat,The Storm,,,
The Heart,The Bat,The Vulture,,,
The Heart,The Bat,The Eye of Horus,,,
The Heart,The Bat,The Goat,,,
The Heart,The Bat,The Harpy,,,
The Heart,The Thorn,The Angel,,,
The Heart,The Thorn,The Torch,,,
The Heart,The Thorn,The Lightning,,,
The Heart,The Thorn,The Starling,,,
The Heart,The Thorn,The Moon,,,
The Heart,The Thorn,The Sun,,,
The Heart,The Thorn,The Well,,,
The Heart,The Thorn,The Mountain,,,
The Heart,The Thorn,Atlas,,,
The Heart,The Thorn,The Hawk,,,
The Heart,The Thorn,The Storm,,,
The Heart,The Thorn,The Vulture,,,
The Heart,The Thorn,The Eye of Horus,,,
The Heart,The Thorn,The Goat,,,
The Heart,The Thorn,The Harpy,,,
The Heart,The Angel,The Torch,,,
The Heart,The Angel,The Lightning,,,
The Heart,The Angel,The Starling,,,
The Heart,The Angel,The Moon,,,
The Heart,The Angel,The Sun,,,
The Heart,The Angel,The Well,,,
The Heart,The Angel,The Mountain,,,
The Heart,The Angel,Atlas,,,
The Heart,The Angel,The Hawk,,,
The Heart,The Angel,The Storm,,,
The Heart,The Angel,The Vulture,,,
The Heart,The Angel,The Eye of Horus,,,
The Heart,The Angel,The Goat,,,
The Heart,The Angel,The Harpy,,,
The Heart,The Torch,The Lightning,,,
The Heart,The Torch,The Starling,,,
The Heart,The Torch,The Moon,,,
The Heart,The Torch,The Sun,,,
The Heart,The Torch,The Well,,,
The Heart,The Torch,The Mountain,,,
The Heart,The Torch,Atlas,,,
The Heart,The Torch,The Hawk,,,
The Heart,The Torch,The Storm,,,
The Heart,The Torch,The Vulture,,,
The Heart,The Torch,The Eye of Horus,,,
The Heart,The Torch,The Goat,,,
The Heart,The Torch,The Harpy,,,
The Heart,The Lightning,The Starling,,,
The Heart,The Lightning,The Moon,,,
The Heart,The Lightning,The Sun,,,
The Heart,The Lightning,The Well,,,
The Heart,The Lightning,The Mountain,,,
The Heart,The Lightning,Atlas,,,
The Heart,The Lightning,The Hawk,,,
The Heart,The Lightning,The Storm,,,
The Heart,The Lightning,The Vulture,,,
The Heart,The Lightning,The Eye of Horus,,,
The Heart,The Lightning,The Goat,,,
The Heart,The Lightning,The Harpy,,,
The Heart,The Starling,The Moon,,,
The Heart,The Starling,The Sun,,,
The Heart,The Starling,The Well,,,
The Heart,The Starling,The Mountain,,,
The Heart,The Starling,Atlas,,,
The Heart,The Starling,The Hawk,,,
The Heart,The Starling,The Storm,,,
The Heart,The Starling,The Vulture,,,
The Heart,The Starling,The Eye of Horus,,,
The Heart,The Starling,The Goat,,,
The Heart,The Starling,The Harpy,,,
The Heart,The Moon,The Sun,,,
The Heart,The Moon,The Well,,,
The Heart,The Moon,The Mountain,,,
The Heart,The Moon,Atlas,,,
The Heart,The Moon,The Hawk,,,
The Heart,The Moon,The Storm,,,
The Heart,The Moon,The Vulture,,,
The Heart,The Moon,The Eye of Horus,,,
The Heart,The Moon,The Goat,,,
The Heart,The Moon,The Harpy,,,
The Heart,The Sun,The Well,,,
The Heart,The Sun,The Mountain,,,
The Heart,The Sun,Atlas,,,
The Heart,The Sun,The Hawk,,,
The Heart,The Sun,The Storm,,,
The Heart,The Sun,The Vulture,,,
The Heart,The Sun,The Eye of Horus,,,
The Heart,The Sun,The Goat,,,
The Heart,The Sun,The Harpy,,,
The Heart,The Well,The Mountain,,,
The Heart,The Well,Atlas,,,
The Heart,The Well,The Hawk,,,
The Heart,The Well,The Storm,,,
The Heart,The Well,The Vulture,,,
The Heart,The Well,The Eye of Horus,,,
The Heart,The Well,The Goat,,,
The Heart,The Well,The Harpy,,,
The Heart,The Mountain,Atlas,,,
The Heart,The Mountain,The Hawk,,,
The Heart,The Mountain,The Storm,,,
The Heart,The Mountain,The Vulture,,,
The Heart,The Mountain,The Eye of Horus,,,
The Heart,The Mountain,The Goat,,,
The Heart,The Mountain,The Harpy,,,
The Heart,Atlas,The Hawk,,,
The Heart,Atlas,The Storm,,,
The Heart,Atlas,The Vulture,,,
The Heart,Atlas,The Eye of Horus,,,
The Heart,Atlas,The Goat,,,
The Heart,Atlas,The Harpy,,,
The Heart,The Hawk,The Storm,,,
The Heart,The Hawk,The Vulture,,,
The Heart,The Hawk,The Eye of Horus,,,
The Heart,The Hawk,The Goat,,,
The Heart,The Hawk,The Harpy,,,
The Heart,The Storm,The Vulture,,,
The Heart,The Storm,The Eye of Horus,,,
The Heart,The Storm,The Goat,,,
The Heart,The Storm,The Harpy,,,
The Heart,The Vulture,The Eye of Horus,,,
The Heart,The Vulture,The Goat,,,
The Heart,The Vulture,The Harpy,,,
The Heart,The Eye of Horus,The Goat,,,
The Heart,The Eye of Horus,The Harpy,,,
The Heart,The Goat,The Harpy,,,
The Satyr,The Cave,The Bone Skull,,,
The Satyr,The Cave,The Wheel,,,
The Satyr,The Cave,The Mirror,,,
The Satyr,The Cave,The Bat,,,
The Satyr,The Cave,The Thorn,,,
The Satyr,The Cave,The Angel,,,
The Satyr,The Cave,The Torch,,,
The Satyr,The Cave,The Lightning,,,
The Satyr,The Cave,The Starling,,,
The Satyr,The Cave,The Moon,,,
The Satyr,The Cave,The Sun,,,
The Satyr,The Cave,The Well,,,
The Satyr,The Cave,The Mountain,,,
The Satyr,The Cave,Atlas,,,
The Satyr,The Cave,The Hawk,,,
The Satyr,The Cave,The Storm,,,
The Satyr,The Cave,The Vulture,,,
The Satyr,The Cave,The Eye of Horus,,,
The Satyr,The Cave,The Goat,,,
The Satyr,The Cave,The Harpy,,,
The Satyr,The Bone Skull,The Wheel,,,
The Satyr,The Bone Skull,The Mirror,,,
The Satyr,The Bone Skull,The Bat,,,
The Satyr,The Bone Skull,The Thorn,,,
The Satyr,The Bone Skull,The Angel,,,
The Satyr,The Bone Skull,The Torch,,,
The Satyr,The Bone Skull,The Lightning,,,
The Satyr,The Bone Skull,The Starling,,,
The Satyr,The Bone Skull,The Moon,,,
The Satyr,The Bone Skull,The Sun,,,
The Satyr,The Bone Skull,The Well,,,
The Satyr,The Bone Skull,The Mountain,,,
The Satyr,The Bone Skull,Atlas,,,
The Satyr,The Bone Skull,The Hawk,,,
The Satyr,The Bone Skull,The Storm,,,
The Satyr,The Bone Skull,The Vulture,,,
The Satyr,The Bone Skull,The Eye of Horus,,,
The Satyr,The Bone Skull,The Goat,,,
The Satyr,The Bone Skull,The Harpy,,,
The Satyr,The Wheel,The Mirror,,,
The Satyr,The Wheel,The Bat,,,
The Satyr,The Wheel,The Thorn,,,
The Satyr,The Wheel,The Angel,,,
The Satyr,The Wheel,The Torch,,,
The Satyr,The Wheel,The Lightning,,,
The Satyr,The Wheel,The Starling,,,
The Satyr,The Wheel,The Moon,,,
The Satyr,The Wheel,The Sun,,,
The Satyr,The Wheel,The Well,,,
The Satyr,The Wheel,The Mountain,,,
The Satyr,The Wheel,Atlas,,,
The Satyr,The Wheel,The Hawk,,,
The Satyr,The Wheel,The Storm,,,
The Satyr,The Wheel,The Vulture,,,
The Satyr,The Wheel,The Eye of Horus,,,
The Satyr,The Wheel,The Goat,,,
The Satyr,The Wheel,The Harpy,,,
The Satyr,The Mirror,The Bat,,,
The Satyr,The Mirror,The Thorn,,,
The Satyr,The Mirror,The Angel,,,
The Satyr,The Mirror,The Torch,,,
The Satyr,The Mirror,The Lightning,,,
The Satyr,The Mirror,The Starling,,,
The Satyr,The Mirror,The Moon,,,
The Satyr,The Mirror,The Sun,,,
The Satyr,The Mirror,The Well,,,
The Satyr,The Mirror,The Mountain,,,
The Satyr,The Mirror,Atlas,,,
The Satyr,The Mirror,The Hawk,,,
The Satyr,The Mirror,The Storm,,,
The Satyr,The Mirror,The Vulture,,,
The Satyr,The Mirror,The Eye of Horus,,,
The Satyr,The Mirror,The Goat,,,
The Satyr,The Mirror,The Harpy,,,
The Satyr,The Bat,The Thorn,,,
The Satyr,The Bat,The Angel,,,
The Satyr,The Bat,The Torch,,,
The Satyr,The Bat,The Lightning,,,
The Satyr,The Bat,The Starling,,,
The Satyr,The Bat,The Moon,,,
The Satyr,The Bat,The Sun,,,
The Satyr,The Bat,The Well,,,
The Satyr,The Bat,The Mountain,,,
The Satyr,The Bat,Atlas,,,
The Satyr,The Bat,The Hawk,,,
The Satyr,The Bat,The Storm,,,
The Satyr,The Bat,The Vulture,,,
The Satyr,The Bat,The Eye of Horus,,,
The Satyr,The Bat,The Goat,,,
The Satyr,The Bat,The Harpy,,,
The Satyr,The Thorn,The Angel,,,
The Satyr,The Thorn,The Torch,,,
The Satyr,The Thorn,The Lightning,,,
The Satyr,The Thorn,The Starling,,,
The Satyr,The Thorn,The Moon,,,
The Satyr,The Thorn,The Sun,,,
The Satyr,The Thorn,The Well,,,
The Satyr,The Thorn,The Mountain,,,
The Satyr,The Thorn,Atlas,,,
The Satyr,The Thorn,The Hawk,,,
The Satyr,The Thorn,The Storm,,,
The Satyr,The Thorn,The Vulture,,,
The Satyr,The Thorn,The Eye of Horus,,,
The Satyr,The Thorn,The Goat,,,
The Satyr,The Thorn,The Harpy,,,
The Satyr,The Angel,The Torch,,,
The Satyr,The Angel,The Lightning,,,
The Satyr,The Angel,The Starling,,,
The Satyr,The Angel,The Moon,,,
The Satyr,The Angel,The Sun,,,
The Satyr,The Angel,The Well,,,
The Satyr,The Angel,The Mountain,,,
The Satyr,The Angel,Atlas,,,
The Satyr,The Angel,The Hawk,,,
The Satyr,The Angel,The Storm,,,
The Satyr,The Angel,The Vulture,,,
The Satyr,The Angel,The Eye of Horus,,,
The Satyr,The Angel,The Goat,,,
The Satyr,The Angel,The Harpy,,,
The Satyr,The Torch,The Lightning,,,
The Satyr,The Torch,The Starling,,,
The Satyr,The Torch,The Moon,,,
The Satyr,The Torch,The Sun,,,
The Satyr,The Torch,The Well,,,
The Satyr,The Torch,The Mountain,,,
The Satyr,The Torch,Atlas,,,
The Satyr,The Torch,The Hawk,,,
The Satyr,The Torch,The Storm,,,
The Satyr,The Torch,The Vulture,,,
The Satyr,The Torch,The Eye of Horus,,,
The Satyr,The Torch,The Goat,,,
The Satyr,The Torch,The Harpy,,,
The Satyr,The Lightning,The Starling,,,
The Satyr,The Lightning,The Moon,,,
The Satyr,The Lightning,The Sun,,,
The Satyr,The Lightning,The Well,,,
The Satyr,The Lightning,The Mountain,,,
The Satyr,The Lightning,Atlas,,,
The Satyr,The Lightning,The Hawk,,,
The Satyr,The Lightning,The Storm,,,
The Satyr,The Lightning,The Vulture,,,
The Satyr,The Lightning,The Eye of Horus,,,
The Satyr,The Lightning,The Goat,,,
The Satyr,The Lightning,The Harpy,,,
The Satyr,The Starling,The Moon,,,
The Satyr,The Starling,The Sun,,,
The Satyr,The Starling,The Well,,,
The Satyr,The Starling,The Mountain,,,
The Satyr,The Starling,Atlas,,,
The Satyr,The Starling,The Hawk,,,
The Satyr,The Starling,The Storm,,,
The Satyr,The Starling,The Vulture,,,
The Satyr,The Starling,The Eye of Horus,,,
The Satyr,The Starling,The Goat,,,
The Satyr,The Starling,The Harpy,,,
The Satyr,The Moon,The Sun,,,
The Satyr,The Moon,The Well,,,
The Satyr,The Moon,The Mountain,,,
The Satyr,The Moon,Atlas,,,
The Satyr,The Moon,The Hawk,,,
The Satyr,The Moon,The Storm,,,
The Satyr,The Moon,The Vulture,,,
The Satyr,The Moon,The Eye of Horus,,,
The Satyr,The Moon,The Goat,,,
The Satyr,The Moon,The Harpy,,,
The Satyr,The Sun,The Well,,,
The Satyr,The Sun,The Mountain,,,
The Satyr,The Sun,Atlas,,,
The Satyr,The Sun,The Hawk,,,
The Satyr,The Sun,The Storm,,,
The Satyr,The Sun,The Vulture,,,
The Satyr,The Sun,The Eye of Horus,,,
The Satyr,The Sun,The Goat,,,
The Satyr,The Sun,The Harpy,,,
The Satyr,The Well,The Mountain,,,
The Satyr,The Well,Atlas,,,
The Satyr,The Well,The Hawk,,,
The Satyr,The Well,The Storm,,,
The Satyr,The Well,The Vulture,,,
The Satyr,The Well,The Eye of Horus,,,
The Satyr,The Well,The Goat,,,
The Satyr,The Well,The Harpy,,,
The Satyr,The Mountain,Atlas,,,
The Satyr,The Mountain,The Hawk,,,
The Satyr,The Mountain,The Storm,,,
The Satyr,The Mountain,The Vulture,,,
The Satyr,The Mountain,The Eye of Horus,,,
The Satyr,The Mountain,The Goat,,,
The Satyr,The Mountain,The Harpy,,,
The Satyr,Atlas,The Hawk,,,
The Satyr,Atlas,The Storm,,,
The Satyr,Atlas,The Vulture,,,
The Satyr,Atlas,The Eye of Horus,,,
The Satyr,Atlas,The Goat,,,
The Satyr,Atlas,The Harpy,,,
The Satyr,The Hawk,The Storm,,,
The Satyr,The Hawk,The Vulture,,,
The Satyr,The Hawk,The Eye of Horus,,,
The Satyr,The Hawk,The Goat,,,
The Satyr,The Hawk,The Harpy,,,
The Satyr,The Storm,The Vulture,,,
The Satyr,The Storm,The Eye of Horus,,,
The Satyr,The Storm,The Goat,,,
The Satyr,The Storm,The Harpy,,,
The Satyr,The Vulture,The Eye of Horus,,,
The Satyr,The Vulture,The Goat,,,
The Satyr,The Vulture,The Harpy,,,
The Satyr,The Eye of Horus,The Goat,,,
The Satyr,The Eye of Horus,The Harpy,,,
The Satyr,The Goat,The Harpy,,,
The Cave,The Bone Skull,The Wheel,,,
The Cave,The Bone Skull,The Mirror,,,
The Cave,The Bone Skull,The Bat,,,
The Cave,The Bone Skull,The Thorn,,,
The Cave,The Bone Skull,The Angel,,,
The Cave,The Bone Skull,The Torch,,,
The Cave,The Bone Skull,The Lightning,,,
The Cave,The Bone Skull,The Starling,,,
The Cave,The Bone Skull,The Moon,,,
The Cave,The Bone Skull,The Sun,,,
The Cave,The Bone Skull,The Well,,,
The Cave,The Bone Skull,The Mountain,,,
The Cave,The Bone Skull,Atlas,,,
The Cave,The Bone Skull,The Hawk,,,
The Cave,The Bone Skull,The Storm,,,
The Cave,The Bone Skull,The Vulture,,,
The Cave,The Bone Skull,The Eye of Horus,,,
The Cave,The Bone Skull,The Goat,,,
The Cave,The Bone Skull,The Harpy,,,
The Cave,The Wheel,The Mirror,,,
The Cave,The Wheel,The Bat,,,
The Cave,The Wheel,The Thorn,,,
The Cave,The Wheel,The Angel,,,
The Cave,The Wheel,The Torch,,,
The Cave,The Wheel,The Lightning,,,
The Cave,The Wheel,The Starling,,,
The Cave,The Wheel,The Moon,,,
The Cave,The Wheel,The Sun,,,
The Cave,The Wheel,The Well,,,
The Cave,The Wheel,The Mountain,,,
The Cave,The Wheel,Atlas,,,
The Cave,The Wheel,The Hawk,,,
The Cave,The Wheel,The Storm,,,
The Cave,The Wheel,The Vulture,,,
The Cave,The Wheel,The Eye of Horus,,,
The Cave,The Wheel,The Goat,,,
The Cave,The Wheel,The Harpy,,,
The Cave,The Mirror,The Bat,,,
The Cave,The Mirror,The Thorn,,,
The Cave,The Mirror,The Angel,,,
The Cave,The Mirror,The Torch,,,
The Cave,The Mirror,The Lightning,,,
The Cave,The Mirror,The Starling,,,
The Cave,The Mirror,The Moon,,,
The Cave,The Mirror,The Sun,,,
The Cave,The Mirror,The Well,,,
The Cave,The Mirror,The Mountain,,,
The Cave,The Mirror,Atlas,,,
The Cave,The Mirror,The Hawk,,,
The Cave,The Mirror,The Storm,,,
The Cave,The Mirror,The Vulture,,,
The Cave,The Mirror,The Eye of Horus,,,
The Cave,The Mirror,The Goat,,,
The Cave,The Mirror,The Harpy,,,
The Cave,The Bat,The Thorn,,,
The Cave,The Bat,The Angel,,,
The Cave,The Bat,The Torch,,,
The Cave,The Bat,The Lightning,,,
The Cave,The Bat,The Starling,,,
The Cave,The Bat,The Moon,,,
The Cave,The Bat,The Sun,,,
The Cave,The Bat,The Well,,,
The Cave,The Bat,The Mountain,,,
The Cave,The Bat,Atlas,,,
The Cave,The Bat,The Hawk,,,
The Cave,The Bat,The Storm,,,
The Cave,The Bat,The Vulture,,,
The Cave,The Bat,The Eye of Horus,,,
The Cave,The Bat,The Goat,,,
The Cave,The Bat,The Harpy,,,
The Cave,The Thorn,The Angel,,,
The Cave,The Thorn,The Torch,,,
The Cave,The Thorn,The Lightning,,,
The Cave,The Thorn,The Starling,,,
The Cave,The Thorn,The Moon,,,
The Cave,The Thorn,The Sun,,,
The Cave,The Thorn,The Well,,,
The Cave,The Thorn,The Mountain,,,
The Cave,The Thorn,Atlas,,,
The Cave,The Thorn,The Hawk,,,
The Cave,The Thorn,The Storm,,,
The Cave,The Thorn,The Vulture,,,
The Cave,The Thorn,The Eye of Horus,,,
The Cave,The Thorn,The Goat,,,
The Cave,The Thorn,The Harpy,,,
The Cave,The Angel,The Torch,,,
The Cave,The Angel,The Lightning,,,
The Cave,The Angel,The Starling,,,
The Cave,The Angel,The Moon,,,
The Cave,The Angel,The Sun,,,
The Cave,The Angel,The Well,,,
The Cave,The Angel,The Mountain,,,
The Cave,The Angel,Atlas,,,
The Cave,The Angel,The Hawk,,,
The Cave,The Angel,The Storm,,,
The Cave,The Angel,The Vulture,,,
The Cave,The Angel,The Eye of Horus,,,
The Cave,The Angel,The Goat,,,
The Cave,The Angel,The Harpy,,,
The Cave,The Torch,The Lightning,,,
The Cave,The Torch,The Starling,,,
The Cave,The Torch,The Moon,,,
The Cave,The Torch,The Sun,,,
The Cave,The Torch,The Well,,,
The Cave,The Torch,The Mountain,,,
The Cave,The Torch,Atlas,,,
The Cave,The Torch,The Hawk,,,
The Cave,The Torch,The Storm,,,
The Cave,The Torch,The Vulture,,,
The Cave,The Torch,The Eye of Horus,,,
The Cave,The Torch,The Goat,,,
The Cave,The Torch,The Harpy,,,
The Cave,The Lightning,The Starling,,,
The Cave,The Lightning,The Moon,,,
The Cave,The Lightning,The Sun,,,
The Cave,The Lightning,The Well,,,
The Cave,The Lightning,The Mountain,,,
The Cave,The Lightning,Atlas,,,
The Cave,The Lightning,The Hawk,,,
The Cave,The Lightning,The Storm,,,
The Cave,The Lightning,The Vulture,,,
The Cave,The Lightning,The Eye of Horus,,,
The Cave,The Lightning,The Goat,,,
The Cave,The Lightning,The Harpy,,,
The Cave,The Starling,The Moon,,,
The Cave,The Starling,The Sun,,,
The Cave,The Starling,The Well,,,
The Cave,The Starling,The Mountain,,,
The Cave,The Starling,Atlas,,,
The Cave,The Starling,The Hawk,,,
The Cave,The Starling,The Storm,,,
The Cave,The Starling,The Vulture,,,
The Cave,The Starling,The Eye of Horus,,,
The Cave,The Starling,The Goat,,,
The Cave,The Starling,The Harpy,,,
The Cave,The Moon,The Sun,,,
The Cave,The Moon,The Well,,,
The Cave,The Moon,The Mountain,,,
The Cave,The Moon,Atlas,,,
The Cave,The Moon,The Hawk,,,
The Cave,The Moon,The Storm,,,
The Cave,The Moon,The Vulture,,,
The Cave,The Moon,The Eye of Horus,,,
The Cave,The Moon,The Goat,,,
The Cave,The Moon,The Harpy,,,
The Cave,The Sun,The Well,,,
The Cave,The Sun,The Mountain,,,
The Cave,The Sun,Atlas,,,
The Cave,The Sun,The Hawk,,,
The Cave,The Sun,The Storm,,,
The Cave,The Sun,The Vulture,,,
The Cave,The Sun,The Eye of Horus,,,
The Cave,The Sun,The Goat,,,
The Cave,The Sun,The Harpy,,,
The Cave,The Well,The Mountain,,,
The Cave,The Well,Atlas,,,
The Cave,The Well,The Hawk,,,
The Cave,The Well,The Storm,,,
The Cave,The Well,The Vulture,,,
The Cave,The Well,The Eye of Horus,,,
The Cave,The Well,The Goat,,,
The Cave,The Well,The Harpy,,,
The Cave,The Mountain,Atlas,,,
The Cave,The Mountain,The Hawk,,,
The Cave,The Mountain,The Storm,,,
The Cave,The Mountain,The Vulture,,,
The Cave,The Mountain,The Eye of Horus,,,
The Cave,The Mountain,The Goat,,,
The Cave,The Mountain,The Harpy,,,
The Cave,Atlas,The Hawk,,,
The Cave,Atlas,The Storm,,,
The Cave,Atlas,The Vulture,,,
The Cave,Atlas,The Eye of Horus,,,
The Cave,Atlas,The Goat,,,
The Cave,Atlas,The Harpy,,,
The Cave,The Hawk,The Storm,,,
The Cave,The Hawk,The Vulture,,,
The Cave,The Hawk,The Eye of Horus,,,
The Cave,The Hawk,The Goat,,,
The Cave,The Hawk,The Harpy,,,
The Cave,The Storm,The Vulture,,,
The Cave,The Storm,The Eye of Horus,,,
The Cave,The Storm,The Goat,,,
The Cave,The Storm,The Harpy,,,
The Cave,The Vulture,The Eye of Horus,,,
The Cave,The Vulture,The Goat,,,
The Cave,The Vulture,The Harpy,,,
The Cave,The Eye of Horus,The Goat,,,
The Cave,The Eye of Horus,The Harpy,,,
The Cave,The Goat,The Harpy,,,
The Bone Skull,The Wheel,The Mirror,,,
The Bone Skull,The Wheel,The Bat,,,
The Bone Skull,The Wheel,The Thorn,,,
The Bone Skull,The Wheel,The Angel,,,
The Bone Skull,The Wheel,The Torch,,,
The Bone Skull,The Wheel,The Lightning,,,
The Bone Skull,The Wheel,The Starling,,,
The Bone Skull,The Wheel,The Moon,,,
The Bone Skull,The Wheel,The Sun,,,
The Bone Skull,The Wheel,The Well,,,
The Bone Skull,The Wheel,The Mountain,,,
The Bone Skull,The Wheel,Atlas,,,
The Bone Skull,The Wheel,The Hawk,,,
The Bone Skull,The Wheel,The Storm,,,
The Bone Skull,The Wheel,The Vulture,,,
The Bone Skull,The Wheel,The Eye of Horus,,,
The Bone Skull,The Wheel,The Goat,,,
The Bone Skull,The Wheel,The Harpy,,,
The Bone Skull,The Mirror,The Bat,,,
The Bone Skull,The Mirror,The Thorn,,,
The Bone Skull,The Mirror,The Angel,,,
The Bone Skull,The Mirror,The Torch,,,
The Bone Skull,The Mirror,The Lightning,,,
The Bone Skull,The Mirror,The Starling,,,
The Bone Skull,The Mirror,The Moon,,,
The Bone Skull,The Mirror,The Sun,,,
The Bone Skull,The Mirror,The Well,,,
The Bone Skull,The Mirror,The Mountain,,,
The Bone Skull,The Mirror,Atlas,,,
The Bone Skull,The Mirror,The Hawk,,,
The Bone Skull,The Mirror,The Storm,,,
The Bone Skull,The Mirror,The Vulture,,,
The Bone Skull,The Mirror,The Eye of Horus,,,
The Bone Skull,The Mirror,The Goat,,,
The Bone Skull,The Mirror,The Harpy,,,
The Bone Skull,The Bat,The Thorn,,,
The Bone Skull,The Bat,The Angel,,,
The Bone Skull,The Bat,The Torch,,,
The Bone Skull,The Bat,The Lightning,,,
The Bone Skull,The Bat,The Starling,,,
The Bone Skull,The Bat,The Moon,,,
The Bone Skull,The Bat,The Sun,,,
The Bone Skull,The Bat,The Well,,,
The Bone Skull,The Bat,The Mountain,,,
The Bone Skull,The Bat,Atlas,,,
The Bone Skull,The Bat,The Hawk,,,
The Bone Skull,The Bat,The Storm,,,
The Bone Skull,The Bat,The Vulture,,,
The Bone Skull,The Bat,The Eye of Horus,,,
The Bone Skull,The Bat,The Goat,,,
The Bone Skull,The Bat,The Harpy,,,
The Bone Skull,The Thorn,The Angel,,,
The Bone Skull,The Thorn,The Torch,,,
The Bone Skull,The Thorn,The Lightning,,,
The Bone Skull,The Thorn,The Starling,,,
The Bone Skull,The Thorn,The Moon,,,
The Bone Skull,The Thorn,The Sun,,,
The Bone Skull,The Thorn,The Well,,,
The Bone Skull,The Thorn,The Mountain,,,
The Bone Skull,The Thorn,Atlas,,,
The Bone Skull,The Thorn,The Hawk,,,
The Bone Skull,The Thorn,The Storm,,,
The Bone Skull,The Thorn,The Vulture,,,
The Bone Skull,The Thorn,The Eye of Horus,,,
The Bone Skull,The Thorn,The Goat,,,
The Bone Skull,The Thorn,The Harpy,,,
The Bone Skull,The Angel,The Torch,,,
The Bone Skull,The Angel,The Lightning,,,
The Bone Skull,The Angel,The Starling,,,
The Bone Skull,The Angel,The Moon,,,
The Bone Skull,The Angel,The Sun,,,
The Bone Skull,The Angel,The Well,,,
The Bone Skull,The Angel,The Mountain,,,
The Bone Skull,The Angel,Atlas,,,
The Bone Skull,The Angel,The Hawk,,,
The Bone Skull,The Angel,The Storm,,,
The Bone Skull,The Angel,The Vulture,,,
The Bone Skull,The Angel,The Eye of Horus,,,
The Bone Skull,The Angel,The Goat,,,
The Bone Skull,The Angel,The Harpy,,,
The Bone Skull,The Torch,The Lightning,,,
The Bone Skull,The Torch,The Starling,,,
The Bone Skull,The Torch,The Moon,,,
The Bone Skull,The Torch,The Sun,,,
The Bone Skull,The Torch,The Well,,,
The Bone Skull,The Torch,The Mountain,,,
The Bone Skull,The Torch,Atlas,,,
The Bone Skull,The Torch,The Hawk,,,
The Bone Skull,The Torch,The Storm,,,
The Bone Skull,The Torch,The Vulture,,,
The Bone Skull,The Torch,The Eye of Horus,,,
The Bone Skull,The Torch,The Goat,,,
The Bone Skull,The Torch,The Harpy,,,
The Bone Skull,The Lightning,The Starling,,,
The Bone Skull,The Lightning,The Moon,,,
The Bone Skull,The Lightning,The Sun,,,
The Bone Skull,The Lightning,The Well,,,
The Bone Skull,The Lightning,The Mountain,,,
The Bone Skull,The Lightning,Atlas,,,
The Bone Skull,The Lightning,The Hawk,,,
The Bone Skull,The Lightning,The Storm,,,
The Bone Skull,The Lightning,The Vulture,,,
The Bone Skull,The Lightning,The Eye of Horus,,,
The Bone Skull,The Lightning,The Goat,,,
The Bone Skull,The Lightning,The Harpy,,,
The Bone Skull,The Starling,The Moon,,,
The Bone Skull,The Starling,The Sun,,,
The Bone Skull,The Starling,The Well,,,
The Bone Skull,The Starling,The Mountain,,,
The Bone Skull,The Starling,Atlas,,,
The Bone Skull,The Starling,The Hawk,,,
The Bone Skull,The Starling,The Storm,,,
The Bone Skull,The Starling,The Vulture,,,
The Bone Skull,The Starling,The Eye of Horus,,,
The Bone Skull,The Starling,The Goat,,,
The Bone Skull,The Starling,The Harpy,,,
The Bone Skull,The Moon,The Sun,,,
The Bone Skull,The Moon,The Well,,,
The Bone Skull,The Moon,The Mountain,,,
The Bone Skull,The Moon,Atlas,,,
The Bone Skull,The Moon,The Hawk,,,
The Bone Skull,The Moon,The Storm,,,
The Bone Skull,The Moon,The Vulture,,,
The Bone Skull,The Moon,The Eye of Horus,,,
The Bone Skull,The Moon,The Goat,,,
The Bone Skull,The Moon,The Harpy,,,
The Bone Skull,The Sun,The Well,,,
